file_path,reconstruction_error,rank,transmission_percent,selected_for_transmission
C:\Users\patry\Desktop\EdgeAi\git\data\NLF_0002_0667130334_929RAD_N0010052AUT_04096_0A00LLJ03.jpg,0.047544978559017,1,1,True
